UF;municipio; populacao 
cE;Itapiuna;20382
cE;Itarema;41826
cE;Itatira;21647
cE;Jaguaretama;18162
cE;Jaguaribara;11401
cE;Jaguaribe;34682
cE;Jaguaruana;33705
cE;Jardim;27174
cE;Jati;8111
cE;Jijoca de Jericoacoara;19816
cE;Juazeiro do Norte;274207
cE;Jucas;24833
cE;Lavras da Mangabeira;31508
cE;Limoeiro do Norte;59540
cE;Madalena;19691
cE;Maracanau;227886
cE;Maranguape;128978
cE;Marco;27361
cE;Martinopole;11233
cE;Massape;38737
cE;Mauriti;47962
cE;Meruoca;15057
cE;Milagres;27512
cE;Milha;13155
cE;Miraima;13818
cE;Missao Velha;36442
cE;Mombaca;43797
cE;Monsenhor Tabosa;17234
cE;Morada Nova;61890
cE;Moraujo;8724
cE;Morrinhos;22534
cE;Mucambo;14537
cE;Mulungu;10823
cE;Nova Olinda;15565
cE;Nova Russas;32328
cE;Novo Oriente;28607
cE;Ocara;25703
cE;Oros;21427
cE;Pacajus;72203
cE;Pacatuba;83432
cE;Pacoti;12261
cE;Pacuja;6533
cE;Palhano;9386
cE;Palmacia;13322
cE;Paracuru;35076
cE;Paraipaba;32744
cE;Parambu;31521
cE;Paramoti;12226
cE;Pedra Branca;43258
cE;Penaforte;9077
cE;Pentecoste;37751
cE;Pereiro;16307
cE;Pindoretama;20567
cE;Piquet carneiro;16959
cE;Pires Ferreira;10951
cE;Poranga;12336
cE;Porteiras;14996
cE;Potengi;11045
cE;Potiretama;6419
cE;Quiterianopolis;21084
cE;Quixada;87728
cE;Quixelo;16178
cE;Quixeramobim;81082
cE;Quixere;22149
cE;Redencao;29053
cE;Reriutaba;18491
cE;Russas;78194
cE;Saboeiro;15819
cE;Salitre;16554
cE;Santana do Acarau;32452
cE;Santana do cariri;17700
cE;Santa Quiteria;43703
cE;Sao Benedito;47903
cE;Sao Goncalo do Amarante;48422
cE;Sao Joao do Jaguaribe;7645
cE;Sao Luis do curu;13000
cE;Senador Pompeu;25496
cE;Senador Sa;7623
cE;Sobral;208935
cE;Solonopole;18324
cE;Tabuleiro do Norte;30697
cE;Tamboril;26251
cE;Tarrafas;8592
cE;Taua;58859
cE;Tejucuoca;19187
cE;Tiangua;75946
cE;Trairi;55918
cE;Tururu;16271
cE;Ubajara;34792
cE;Umari;7733
cE;Umirim;19825
cE;Uruburetama;21850
cE;Uruoca;13840
cE;Varjota;18420
cE;Varzea Alegre;40721
cE;Vicosa do ceara;60889
RN;Acari;11136
RN;Acu;58017
RN;Afonso Bezerra;11035
RN;agua Nova;3252
RN;Alexandria;13577
RN;Almino Afonso;4735
RN;Alto do Rodrigues;14529
RN;Angicos;11714
RN;Antonio Martins;7145
RN;Apodi;35845
RN;Areia Branca;27774
RN;Ares;14306
RN;Augusto Severo;9655
RN;Baia Formosa;9271
RN;Barauna;28374
RN;Barcelona;3998
RN;Bento Fernandes;5497
RN;Bodo;2223
RN;Bom Jesus;10210
RN;Brejinho;12699
RN;caicara do Norte;6549
RN;caicara do Rio do Vento;3684
RN;caico;67952
RN;campo Redondo;11217
RN;canguaretama;34276
RN;caraubas;20493
RN;carnauba dos Dantas;8180
RN;carnaubais;10759
RN;ceara-Mirim;73497
RN;cerro cora;11179
RN;coronel Ezequiel;5506
RN;coronel Joao Pessoa;4912
RN;cruzeta;7998
RN;currais Novos;44786
RN;Doutor Severiano;7076
RN;Parnamirim;261469
RN;Encanto;5638
RN;Equador;6045
RN;Espirito Santo;10505
RN;Extremoz;28583
RN;Felipe Guerra;5985
RN;Fernando Pedroza;3054
RN;Florania;9116
RN;Francisco Dantas;2824
RN;Frutuoso Gomes;4068
RN;Galinhos;2786
RN;Goianinha;26328
RN;Governador Dix-Sept Rosado;13037
RN;Grossos;10383
RN;Guamare;15659
RN;Ielmo Marinho;13766
RN;Ipanguacu;15491
RN;Ipueira;2241
RN;Itaja;7548
RN;Itau;5878
RN;Jacana;9133
RN;Jandaira;6878
RN;Janduis;5268
RN;Januario cicco;10181
RN;Japi;5055
RN;Jardim de Angicos;2612
RN;Jardim de Piranhas;14837
RN;Jardim do Serido;12396
RN;Joao camara;34955
RN;Joao Dias;2654
RN;Jose da Penha;5951
RN;Jucurutu;18295
RN;Jundia;3898
RN;Lagoa d'Anta;6769
RN;Lagoa de Pedras;7544
RN;Lagoa de Velhos;2732
RN;Lagoa Nova;15614
RN;Lagoa Salgada;8245
RN;Lajes;11277
RN;Lajes Pintadas;4759
RN;Lucrecia;3996
RN;Luis Gomes;10116
RN;Macaiba;80792
RN;Macau;31814
RN;Major Sales;4020
RN;Marcelino Vieira;8347
RN;Martins;8725
RN;Maxaranguape;12371
RN;Messias Targino;4601
RN;Montanhas;11251
RN;Monte Alegre;22451
RN;Monte das Gameleiras;2105
RN;Mossoro;297378
RN;Natal;884122
RN;Nisia Floresta;27602
RN;Nova cruz;37343
RN;Olho-d'agua do Borges;4258
RN;Ouro Branco;4812
RN;Parana;4254
RN;Parau;3768
RN;Parazinho;5237
RN;Parelhas;21477
RN;Rio do Fogo;10848
RN;Passa e Fica;13277
RN;Passagem;3089
RN;Patu;12755
RN;Santa Maria;5551
RN;Pau dos Ferros;30394
RN;Pedra Grande;3237
RN;Pedra Preta;2458
RN;Pedro Avelino;6716
RN;Pedro Velho;14806
RN;Pendencias;15129
RN;Piloes;3838
RN;Poco Branco;15413
RN;Portalegre;7867
RN;Porto do Mangue;6437
RN;Serra caiada;10395
RN;Pureza;9621
RN;Rafael Fernandes;5098
RN;Rafael Godeiro;3201
RN;Riacho da cruz;3579
RN;Riacho de Santana;4204
RN;Riachuelo;8128
RN;Rodolfo Fernandes;4467
RN;Tibau;4106
RN;Ruy Barbosa;3600
RN;Santa cruz;39674
RN;Santana do Matos;12791
RN;Santana do Serido;2680
RN;Santo Antonio;24136
RN;Sao Bento do Norte;2747
RN;Sao Bento do Trairi;4449
RN;Sao Fernando;3584
RN;Sao Francisco do Oeste;4228
RN;Sao Goncalo do Amarante;102400
RN;Sao Joao do Sabugi;6193
RN;Sao Jose de Mipibu;43899
RN;Sao Jose do campestre;12856
RN;Sao Jose do Serido;4634
RN;Sao Miguel;23519
RN;Sao Miguel do Gostoso;10282
RN;Sao Paulo do Potengi;17579
RN;Sao Pedro;5971
RN;Sao Rafael;8202
RN;Sao Tome;11055
RN;Sao Vicente;6424
RN;Senador Eloi de Souza;6086
RN;Senador Georgino Avelino;4440
RN;Serra de Sao Bento;5762
RN;Serra do Mel;11938
RN;Serra Negra do Norte;8078
RN;Serrinha;6229
RN;Serrinha dos Pintos;4800
RN;Severiano Melo;2440
RN;Sitio Novo;5522
RN;Taboleiro Grande;2566
RN;Taipu;12279
RN;Tangara;15727
RN;Tenente Ananias;10786
RN;Tenente Laurentino cruz;5952
RN;Tibau do Sul;14180
RN;Timbauba dos Batistas;2414
RN;Touros;33287
RN;Triunfo Potiguar;3237
RN;Umarizal;10555
RN;Upanema;14659
RN;Varzea;5500
RN;Venha-Ver;4177
RN;Vera cruz;12481
RN;Vicosa;1718
RN;Vila Flor;3170
PB;agua Branca;10234
PB;Aguiar;5640
PB;Alagoa Grande;28496
PB;Alagoa Nova;20849
PB;Alagoinha;14489
PB;Alcantil;5492
PB;Algodao de Jandaira;2567
PB;Alhandra;19588
PB;Sao Joao do Rio do Peixe;18034
PB;Amparo;2238
PB;Aparecida;8347
PB;Aracagi;16987
PB;Arara;13470
PB;Araruna;20312
PB;Areia;22819
PB;Areia de Baraunas;2128
PB;Areial;6998
PB;Aroeiras;19153
PB;Assuncao;3990
PB;Baia da Traicao;8993
PB;Bananeiras;21318
PB;Barauna;4892
PB;Barra de Santana;8359
PB;Barra de Santa Rosa;15384
PB;Barra de Sao Miguel;6036
PB;Bayeux;96880
PB;Belem;17676
PB;Belem do Brejo do cruz;7342
PB;Bernardino Batista;3501
PB;Boa Ventura;5366
PB;Boa Vista;7051
PB;Bom Jesus;2561
PB;Bom Sucesso;4975
PB;Bonito de Santa Fe;11917
PB;Boqueirao;17804
PB;Igaracy;6117
PB;Borborema;5263
PB;Brejo do cruz;14122
PB;Brejo dos Santos;6449
PB;caapora;21828
PB;cabaceiras;5611
PB;cabedelo;67736
PB;cachoeira dos indios;10244
PB;cacimba de Areia;3682
PB;cacimba de Dentro;17187
PB;cacimbas;7173
PB;caicara;7201
PB;cajazeiras;61993
PB;cajazeirinhas;3193
PB;caldas Brandao;6014
PB;camalau;6013
PB;campina Grande;409731
PB;capim;6523
PB;caraubas;4162
PB;carrapateira;2659
PB;casserengue;7468
PB;catingueira;4932
PB;catole do Rocha;30546
PB;caturite;4852
PB;conceicao;18982
PB;condado;6654
PB;conde;24670
PB;congo;4786
PB;coremas;15445
PB;coxixola;1921
PB;cruz do Espirito Santo;17319
PB;cubati;7797
PB;cuite;20338
PB;cuitegi;6803
PB;cuite de Mamanguape;6353
PB;curral de cima;5227
PB;curral Velho;2516
PB;Damiao;5330
PB;Desterro;8297
PB;Vista Serrana;3798
PB;Diamante;6552
PB;Dona Ines;10453
PB;Duas Estradas;3596
PB;Emas;3522
PB;Esperanca;33007
PB;Fagundes;11253
PB;Frei Martinho;2989
PB;Gado Bravo;8316
PB;Guarabira;58833
PB;Gurinhem;14129
PB;Gurjao;3428
PB;Ibiara;5929
PB;Imaculada;11819
PB;Inga;18103
PB;Itabaiana;24477
PB;Itaporanga;24692
PB;Itapororoca;18664
PB;Itatuba;10962
PB;Jacarau;14431
PB;Jerico;7739
PB;Joao Pessoa;809015
PB;Juarez Tavora;7936
PB;Juazeirinho;18171
PB;Junco do Serido;7150
PB;Juripiranga;10756
PB;Juru;9867
PB;Lagoa;4666
PB;Lagoa de Dentro;7719
PB;Lagoa Seca;27503
PB;Lastro;2737
PB;Livramento;7256
PB;Logradouro;4332
PB;Lucena;13080
PB;Mae d'agua;4009
PB;Malta;5759
PB;Mamanguape;44882
PB;Manaira;10955
PB;Marcacao;8558
PB;Mari;21837
PB;Marizopolis;6617
PB;Massaranduba;13918
PB;Mataraca;8434
PB;Matinhas;4500
PB;Mato Grosso;2908
PB;Matureia;6569
PB;Mogeiro;13284
PB;Montadas;5669
PB;Monte Horebe;4816
PB;Monteiro;33222
PB;Mulungu;9902
PB;Natuba;10454
PB;Nazarezinho;7301
PB;Nova Floresta;10638
PB;Nova Olinda;5949
PB;Nova Palmeira;4906
PB;Olho d'agua;6526
PB;Olivedos;3932
PB;Ouro Velho;3039
PB;Parari;1771
PB;Passagem;2419
PB;Patos;107605
PB;Paulista;12347
PB;Pedra Branca;3801
PB;Pedra Lavrada;7843
PB;Pedras de Fogo;28458
PB;Pianco;16075
PB;Picui;18703
PB;Pilar;11917
PB;Piloes;6635
PB;Piloezinhos;4976
PB;Pirpirituba;10579
PB;Pitimbu;19065
PB;Pocinhos;18564
PB;Poco Dantas;3888
PB;Poco de Jose de Moura;4307
PB;Pombal;32801
PB;Prata;4209
PB;Princesa Isabel;23345
PB;Puxinana;13680
PB;Queimadas;43967
PB;Quixaba;1956
PB;Remigio;19621
PB;Pedro Regis;6089
PB;Riachao;3588
PB;Riachao do Bacamarte;4521
PB;Riachao do Poco;4509
PB;Riacho de Santo Antonio;1948
PB;Riacho dos cavalos;8526
PB;Rio Tinto;24176
PB;Salgadinho;3885
PB;Salgado de Sao Felix;12140
PB;Santa cecilia;6558
PB;Santa cruz;6583
PB;Santa Helena;5889
PB;Santa Ines;3595
PB;Santa Luzia;15382
PB;Santana de Mangueira;5162
PB;Santana dos Garrotes;7031
PB;Joca claudino;2636
PB;Santa Rita;136586
PB;Santa Teresinha;4573
PB;Santo Andre;2521
PB;Sao Bento;34031
PB;Sao Bentinho;4529
PB;Sao Domingos do cariri;2615
PB;Sao Domingos;3073
PB;Sao Francisco;3392
PB;Sao Joao do cariri;4199
PB;Sao Joao do Tigre;4422
PB;Sao Jose da Lagoa Tapada;7630
PB;Sao Jose de caiana;6359
PB;Sao Jose de Espinharas;4682
PB;Sao Jose dos Ramos;5957
PB;Sao Jose de Piranhas;20251
PB;Sao Jose de Princesa;4003
PB;Sao Jose do Bonfim;3557
PB;Sao Jose do Brejo do cruz;1801
PB;Sao Jose do Sabugi;4141
PB;Sao Jose dos cordeiros;3628
PB;Sao Mamede;7724
PB;Sao Miguel de Taipu;7368
PB;Sao Sebastiao de Lagoa de Roca;11661
PB;Sao Sebastiao do Umbuzeiro;3489
PB;Sape;52625
PB;Sao Vicente do Serido;10775
PB;Serra Branca;13699
PB;Serra da Raiz;3148
PB;Serra Grande;2909
PB;Serra Redonda;7041
PB;Serraria;6099
PB;Sertaozinho;5024
PB;Sobrado;7783
PB;Solanea;26407
PB;Soledade;14989
PB;Sossego;3555
PB;Sousa;69444
PB;Sume;16966
PB;Tacima;10911
PB;Taperoa;15376
PB;Tavares;14726
PB;Teixeira;15161
PB;Tenorio;3058
PB;Triunfo;9455
PB;Uirauna;15242
PB;Umbuzeiro;9907
PB;Varzea;2810
PB;Vieiropolis;5348
PB;Zabele;2240
PE;Abreu e Lima;99990
PE;Afogados da Ingazeira;37259
PE;Afranio;19635
PE;Agrestina;24885
PE;agua Preta;36771
PE;aguas Belas;43443
PE;Alagoinha;14636
PE;Alianca;38386
PE;Altinho;22972
PE;Amaraji;22829
PE;Angelim;11150
PE;Aracoiaba;20524
PE;Araripina;84418
PE;Arcoverde;74338
PE;Barra de Guabiraba;14385
PE;Barreiros;42659
PE;Belem de Maria;12073
PE;Belem do Sao Francisco;20729
PE;Belo Jardim;76439
PE;Betania;12719
PE;Bezerros;60798
PE;Bodoco;38146
PE;Bom conselho;48554
PE;Bom Jardim;39184
PE;Bonito;38134
PE;Brejao;8993
PE;Brejinho;7487
PE;Brejo da Madre de Deus;50742
PE;Buenos Aires;13155
PE;Buique;58378
PE;cabo de Santo Agostinho;207048
PE;cabrobo;34221
PE;cachoeirinha;20380
PE;caetes;28739
PE;calcado;11053
PE;calumbi;5750
PE;camaragibe;157828
PE;camocim de Sao Felix;18765
PE;camutanga;8551
PE;canhotinho;24804
PE;capoeiras;20048
PE;carnaiba;19551
PE;carnaubeira da Penha;12932
PE;carpina;83641
PE;caruaru;361118
PE;casinhas;14341
PE;catende;42892
PE;cedro;11807
PE;cha de Alegria;13518
PE;cha Grande;21698
PE;condado;26421
PE;correntes;18207
PE;cortes;12578
PE;cumaru;10906
PE;cupira;24107
PE;custodia;37111
PE;Dormentes;18908
PE;Escada;68875
PE;Exu;31825
PE;Feira Nova;22131
PE;Fernando de Noronha;3061
PE;Ferreiros;12123
PE;Flores;22624
PE;Floresta;32873
PE;Frei Miguelinho;15457
PE;Gameleira;31052
PE;Garanhuns;139788
PE;Gloria do Goita;30604
PE;Goiana;79758
PE;Granito;7486
PE;Gravata;84074
PE;Iati;19197
PE;Ibimirim;29235
PE;Ibirajuba;7762
PE;Igarassu;117019
PE;Iguaracy;12228
PE;Inaja;23247
PE;Ingazeira;4548
PE;Ipojuca;96204
PE;Ipubi;30854
PE;Itacuruba;4918
PE;Itaiba;26349
PE;Ilha de Itamaraca;26258
PE;Itambe;36447
PE;Itapetim;13616
PE;Itapissuma;26651
PE;Itaquitinga;16955
PE;Jaboatao dos Guararapes;702298
PE;Jaqueira;11656
PE;Jatauba;17150
PE;Jatoba;14796
PE;Joao Alfredo;33822
PE;Joaquim Nabuco;16023
PE;Jucati;11424
PE;Jupi;14836
PE;Jurema;15378
PE;Lagoa do carro;18071
PE;Lagoa de Itaenga;21429
PE;Lagoa do Ouro;13145
PE;Lagoa dos Gatos;16290
PE;Lagoa Grande;25601
PE;Lajedo;40288
PE;Limoeiro;56250
PE;Macaparana;25376
PE;Machados;16088
PE;Manari;21434
PE;Maraial;11345
PE;Mirandiba;15390
PE;Moreno;62784
PE;Nazare da Mata;32471
PE;Olinda;392482
PE;Orobo;23884
PE;Oroco;14991
PE;Ouricuri;69459
PE;Palmares;63250
PE;Palmeirina;7693
PE;Panelas;26474
PE;Paranatama;11523
PE;Parnamirim;22010
PE;Passira;28933
PE;Paudalho;56506
PE;Paulista;331774
PE;Pedra;22617
PE;Pesqueira;67395
PE;Petrolandia;36548
PE;Petrolina;349145
PE;Pocao;11302
PE;Pombos;27091
PE;Primavera;14966
PE;Quipapa;26037
PE;Quixaba;6813
PE;Recife;1645727
PE;Riacho das Almas;20546
PE;Ribeirao;47415
PE;Rio Formoso;23535
PE;Saire;9932
PE;Salgadinho;10919
PE;Salgueiro;60930
PE;Saloa;15843
PE;Sanharo;26462
PE;Santa cruz;15398
PE;Santa cruz da Baixa Verde;12592
PE;Santa cruz do capibaribe;107937
PE;Santa Filomena;14477
PE;Santa Maria da Boa Vista;41931
PE;Santa Maria do cambuca;14137
PE;Santa Terezinha;11815
PE;Sao Benedito do Sul;15895
PE;Sao Bento do Una;59504
PE;Sao caitano;37245
PE;Sao Joao;22793
PE;Sao Joaquim do Monte;21356
PE;Sao Jose da coroa Grande;21298
PE;Sao Jose do Belmonte;33959
PE;Sao Jose do Egito;33951
PE;Sao Lourenco da Mata;113230
PE;Sao Vicente Ferrer;18018
PE;Serra Talhada;86350
PE;Serrita;19165
PE;Sertania;35907
PE;Sirinhaem;45865
PE;Moreilandia;11270
PE;Solidao;6007
PE;Surubim;65089
PE;Tabira;28534
PE;Tacaimbo;12874
PE;Tacaratu;25765
PE;Tamandare;23388
PE;Taquaritinga do Norte;28775
PE;Terezinha;7169
PE;Terra Nova;10096
PE;Timbauba;53022
PE;Toritama;45219
PE;Tracunhaem;13769
PE;Trindade;30521
PE;Triunfo;15254
PE;Tupanatinga;27304
PE;Tuparetama;8202
PE;Venturosa;18482
PE;Verdejante;9534
PE;Vertente do Lerio;7618
PE;Vertentes;20731
PE;Vicencia;32643
PE;Vitoria de Santo Antao;138757
PE;Xexeu;14725
AL;agua Branca;20196
AL;Anadia;17545
AL;Arapiraca;231747
AL;Atalaia;47185
AL;Barra de Santo Antonio;15932
AL;Barra de Sao Miguel;8322
AL;Batalha;18232
AL;Belem;4344
AL;Belo Monte;6704
AL;Boca da Mata;27281
AL;Branquinha;10494
AL;cacimbinhas;10858
AL;cajueiro;21264
AL;campestre;6936
AL;campo Alegre;57063
AL;campo Grande;9558
AL;canapi;17722
AL;capela;17053
AL;carneiros;9081
AL;cha Preta;7311
AL;coite do Noia;10693
AL;colonia Leopoldina;21698
AL;coqueiro Seco;5845
AL;coruripe;56933
AL;craibas;24219
AL;Delmiro Gouveia;52016
AL;Dois Riachos;11075
AL;Estrela de Alagoas;18205
AL;Feira Grande;22166
AL;Feliz Deserto;4754
AL;Flexeiras;12790
AL;Girau do Ponciano;40917
AL;Ibateguara;15616
AL;Igaci;25631
AL;Igreja Nova;24499
AL;Inhapi;18385
AL;Jacare dos Homens;5253
AL;Jacuipe;7021
AL;Japaratinga;8361
AL;Jaramataia;5770
AL;Jequia da Praia;11580
AL;Joaquim Gomes;23993
AL;Jundia;4155
AL;Junqueiro;24727
AL;Lagoa da canoa;17852
AL;Limoeiro de Anadia;28635
AL;Maceio;1018948
AL;Major Isidoro;19804
AL;Maragogi;32704
AL;Maravilha;9163
AL;Marechal Deodoro;51901
AL;Maribondo;13264
AL;Mar Vermelho;3514
AL;Mata Grande;25216
AL;Matriz de camaragibe;24642
AL;Messias;17856
AL;Minador do Negrao;5329
AL;Monteiropolis;7159
AL;Murici;28236
AL;Novo Lino;12690
AL;Olho d'agua das Flores;21688
AL;Olho d'agua do casado;9373
AL;Olho d'agua Grande;5123
AL;Olivenca;11624
AL;Ouro Branco;11496
AL;Palestina;5011
AL;Palmeira dos indios;73218
AL;Pao de Acucar;24399
AL;Pariconha;10533
AL;Paripueira;13176
AL;Passo de camaragibe;15245
AL;Paulo Jacinto;7564
AL;Penedo;63683
AL;Piacabucu;17827
AL;Pilar;35111
AL;Pindoba;2908
AL;Piranhas;25039
AL;Poco das Trincheiras;14386
AL;Porto calvo;27165
AL;Porto de Pedras;7786
AL;Porto Real do colegio;20066
AL;Quebrangulo;11294
AL;Rio Largo;75120
AL;Roteiro;6664
AL;Santa Luzia do Norte;7296
AL;Santana do Ipanema;47654
AL;Santana do Mundau;10740
AL;Sao Bras;6961
AL;Sao Jose da Laje;23927
AL;Sao Jose da Tapera;32260
AL;Sao Luis do Quitunde;34555
AL;Sao Miguel dos campos;61251
AL;Sao Miguel dos Milagres;7951
AL;Sao Sebastiao;34152
AL;Satuba;13828
AL;Senador Rui Palmeira;13870
AL;Tanque d'Arca;6162
AL;Taquarana;19980
AL;Teotonio Vilela;44169
AL;Traipu;27715
AL;Uniao dos Palmares;65611
AL;Vicosa;25733
SE;Amparo de Sao Francisco;2374
SE;Aquidaba;21563
SE;Aracaju;657013
SE;Araua;10056
SE;Areia Branca;18542
SE;Barra dos coqueiros;30407
SE;Boquim;26816
SE;Brejo Grande;8309
SE;campo do Brito;18109
SE;canhoba;4008
SE;caninde de Sao Francisco;29900
SE;capela;34213
SE;carira;22082
SE;carmopolis;16634
SE;cedro de Sao Joao;5897
SE;cristinapolis;17874
SE;cumbe;3987
SE;Divina Pastora;5138
SE;Estancia;69184
SE;Feira Nova;5584
SE;Frei Paulo;15421
SE;Gararu;11604
SE;General Maynard;3346
SE;Graccho cardoso;5818
SE;Ilha das Flores;8520
SE;Indiaroba;17957
SE;Itabaiana;95427
SE;Itabaianinha;41928
SE;Itabi;4903
SE;Itaporanga d'Ajuda;34356
SE;Japaratuba;18743
SE;Japoata;13434
SE;Lagarto;104408
SE;Laranjeiras;29826
SE;Macambira;6919
SE;Malhada dos Bois;3682
SE;Malhador;12618
SE;Maruim;17213
SE;Moita Bonita;11335
SE;Monte Alegre de Sergipe;15031
SE;Muribeca;7625
SE;Neopolis;18719
SE;Nossa Senhora Aparecida;8796
SE;Nossa Senhora da Gloria;36924
SE;Nossa Senhora das Dores;26629
SE;Nossa Senhora de Lourdes;6483
SE;Nossa Senhora do Socorro;183628
SE;Pacatuba;14428
SE;Pedra Mole;3261
SE;Pedrinhas;9602
SE;Pinhao;6576
SE;Pirambu;9280
SE;Poco Redondo;34775
SE;Poco Verde;23728
SE;Porto da Folha;28596
SE;Propria;29626
SE;Riachao do Dantas;19805
SE;Riachuelo;10213
SE;Ribeiropolis;18652
SE;Rosario do catete;10855
SE;Salgado;19998
SE;Santa Luzia do Itanhy;14035
SE;Santana do Sao Francisco;7780
SE;Santa Rosa de Lima;3913
SE;Santo Amaro das Brotas;12102
SE;Sao cristovao;90072
SE;Sao Domingos;11137
SE;Sao Francisco;3724
SE;Sao Miguel do Aleixo;3930
SE;Simao Dias;40484
SE;Siriri;8893
SE;Telha;3227
SE;Tobias Barreto;52191
SE;Tomar do Geru;13536
SE;Umbauba;25294
BA;Abaira;8739
BA;Abare;20086
BA;Acajutiba;15159
BA;Adustina;17040
BA;agua Fria;16970
BA;erico cardoso;10610
BA;Aiquara;4446
BA;Alagoinhas;151596
BA;Alcobaca;22470
BA;Almadina;5464
BA;Amargosa;37241
BA;Amelia Rodrigues;25102
BA;America Dourada;16094
BA;Anage;17857
BA;Andarai;13143
BA;Andorinha;14595
BA;Angical;13977
BA;Anguera;11221
BA;Antas;19291
BA;Antonio cardoso;11683
BA;Antonio Goncalves;11798
BA;Apora;17731
BA;Apuarema;7330
BA;Aracatu;13135
BA;Aracas;12177
BA;Araci;54379
BA;Aramari;11397
BA;Arataca;11019
BA;Aratuipe;8825
BA;Aurelino Leal;11531
BA;Baianopolis;13877
BA;Baixa Grande;20468
BA;Banzae;13229
BA;Barra;53578
BA;Barra da Estiva;20598
BA;Barra do choca;31603
BA;Barra do Mendes;13865
BA;Barra do Rocha;5714
BA;Barreiras;155439
BA;Barro Alto;14931
BA;Barrocas;15978
BA;Barro Preto;5591
BA;Belmonte;23328
BA;Belo campo;17211
BA;Biritinga;15979
BA;Boa Nova;12633
BA;Boa Vista do Tupim;18576
BA;Bom Jesus da Lapa;69148
BA;Bom Jesus da Serra;9880
BA;Boninal;14368
BA;Bonito;16764
BA;Boquira;21508
BA;Botupora;10211
BA;Brejoes;14295
BA;Brejolandia;10557
BA;Brotas de Macaubas;10231
BA;Brumado;67195
BA;Buerarema;18349
BA;Buritirama;21174
BA;caatiba;6758
BA;cabaceiras do Paraguacu;18807
BA;cachoeira;33470
BA;cacule;23170
BA;caem;9213
BA;caetanos;15573
BA;caetite;50975
BA;cafarnaum;18437
BA;cairu;18176
BA;caldeirao Grande;13327
BA;camacan;31988
BA;camacari;299132
BA;camamu;35316
BA;campo Alegre de Lourdes;28798
BA;campo Formoso;71206
BA;canapolis;9711
BA;canarana;26176
BA;canavieiras;31099
BA;candeal;8258
BA;candeias;87076
BA;candiba;14319
BA;candido Sales;25189
BA;cansancao;34834
BA;canudos;16668
BA;capela do Alto Alegre;11637
BA;capim Grosso;30662
BA;caraibas;8951
BA;caravelas;22016
BA;cardeal da Silva;9295
BA;carinhanha;29018
BA;casa Nova;71969
BA;castro Alves;26264
BA;catolandia;3577
BA;catu;54704
BA;caturama;9329
BA;central;17266
BA;chorrocho;11177
BA;cicero Dantas;32515
BA;cipo;17300
BA;coaraci;16993
BA;cocos;18777
BA;conceicao da Feira;22581
BA;conceicao do Almeida;17247
BA;conceicao do coite;66612
BA;conceicao do Jacuipe;33153
BA;conde;25837
BA;condeuba;17247
BA;contendas do Sincora;4066
BA;coracao de Maria;22605
BA;cordeiros;8614
BA;coribe;14194
BA;coronel Joao Sa;15895
BA;correntina;32137
BA;cotegipe;13782
BA;cravolandia;5349
BA;crisopolis;21103
BA;cristopolis;13910
BA;cruz das Almas;63239
BA;curaca;34700
BA;Dario Meira;10710
BA;Dias d'avila;81089
BA;Dom Basilio;12199
BA;Dom Macedo costa;4058
BA;Elisio Medrado;8122
BA;Encruzilhada;17006
BA;Entre Rios;41780
BA;Esplanada;37237
BA;Euclides da cunha;60585
BA;Eunapolis;113380
BA;Fatima;17890
BA;Feira da Mata;5665
BA;Feira de Santana;614872
BA;Filadelfia;16377
BA;Firmino Alves;5617
BA;Floresta Azul;10629
BA;Formosa do Rio Preto;25591
BA;Gandu;32403
BA;Gaviao;4463
BA;Gentio do Ouro;11233
BA;Gloria;15221
BA;Gongogi;7128
BA;Governador Mangabeira;20722
BA;Guajeru;6937
BA;Guanambi;84481
BA;Guaratinga;20843
BA;Heliopolis;13031 (13)
BA;Iacu;24305
BA;Ibiassuce;9224 (14)
BA;Ibicarai;21689
BA;Ibicoara;19571
BA;Ibicui;16198
BA;Ibipeba;18211
BA;Ibipitanga;14902
BA;Ibiquera;4044
BA;Ibirapitanga;23375
BA;Ibirapua;8637
BA;Ibirataia;15312
BA;Ibitiara;16339
BA;Ibitita;17113
BA;Ibotirama;26927
BA;Ichu;6206
BA;Igapora;15640
BA;Igrapiuna;13226
BA;Iguai;26916
BA;Ilheus;162327
BA;Inhambupe;39926
BA;Ipecaeta;14487
BA;Ipiau;45873
BA;Ipira;59595
BA;Ipupiara;9865
BA;Irajuba;7260
BA;Iramaia;8537
BA;Iraquara;25216
BA;Irara;29034
BA;Irece;72967
BA;Itabela;30584
BA;Itaberaba;64489
BA;Itabuna;213223
BA;Itacare;28296
BA;Itaete;16056
BA;Itagi;12351
BA;Itagiba;14579
BA;Itagimirim;6869
BA;Itaguacu da Bahia;14429
BA;Itaju do colonia;6682
BA;Itajuipe;20491
BA;Itamaraju;64486
BA;Itamari;8035
BA;Itambe;23049
BA;Itanagra;6441
BA;Itanhem;19405
BA;Itaparica;22228
BA;Itape;8761
BA;Itapebi;10259
BA;Itapetinga;76147
BA;Itapicuru;35576
BA;Itapitanga;10313
BA;Itaquara;8319
BA;Itarantim;19747
BA;Itatim;14487
BA;Itirucu;12576
BA;Itiuba;36089
BA;Itororo;20382
BA;Ituacu;18962
BA;Itubera;28602
BA;Iuiu;10994
BA;Jaborandi;8385
BA;Jacaraci;14842
